0,48.0
1,49.0
2,48.0
3,48.0
4,48.0
5,49.0
6,48.0
7,49.0
8,48.0
9,47.0
10,52.0
11,48.0
12,47.0
13,48.0
14,49.0
15,48.0
16,49.0
17,51.0
18,51.0
19,50.0
20,50.0
21,49.0
22,49.0
23,49.0
24,50.0
25,49.0
26,49.0
27,47.0
28,48.0
29,48.0
30,47.0
31,47.0
32,48.0
33,49.0
34,50.0
35,50.0
36,50.0
37,50.0
38,50.0
39,50.0
40,48.0
41,48.0
42,48.0
43,47.0
44,46.0
45,45.0
46,45.0
47,45.0
48,45.0
49,45.0
50,45.0
51,45.0
52,45.0
53,45.0
54,45.0
55,45.0
56,45.0
57,45.0
58,45.0
59,45.0
60,45.0
61,45.0
62,45.0
63,45.0
64,45.0
65,45.0
66,45.0
67,45.0
68,45.0
69,45.0
70,45.0
71,45.0
72,45.0
73,45.0
74,45.0
75,45.0
76,45.0
77,45.0
78,45.0
79,45.0
80,45.0
81,45.0
82,45.0
83,45.0
84,45.0
85,45.0
86,45.0
87,45.0
88,45.0
89,45.0
90,45.0
91,45.0
92,45.0
93,45.0
94,45.0
95,45.0
96,45.0
97,45.0
98,45.0
99,45.0
100,45.0
101,45.0
102,45.0
103,45.0
104,45.0
105,45.0
106,45.0
107,45.0
108,45.0
109,45.0
110,45.0
111,45.0
112,45.0
113,45.0
114,45.0
115,45.0
116,45.0
117,45.0
118,45.0
119,45.0
120,45.0
121,45.0
122,45.0
123,45.0
124,45.0
125,45.0
126,45.0
127,45.0
128,45.0
129,45.0
130,45.0
131,45.0
132,45.0
133,45.0
134,45.0
135,45.0
136,45.0
137,45.0
138,45.0
139,45.0
140,45.0
141,45.0
142,45.0
143,45.0
144,45.0
145,45.0
146,45.0
147,45.0
148,45.0
149,45.0
150,45.0
151,45.0
152,45.0
153,45.0
154,45.0
155,45.0
156,45.0
157,45.0
158,45.0
159,45.0
160,45.0
161,45.0
162,45.0
163,45.0
164,45.0
165,45.0
166,45.0
167,45.0
168,45.0
169,45.0
170,45.0
171,45.0
172,45.0
173,45.0
174,45.0
175,45.0
176,45.0
177,45.0
178,45.0
179,45.0
180,45.0
181,45.0
182,45.0
183,45.0
184,45.0
185,45.0
186,45.0
187,45.0
188,45.0
189,45.0
190,45.0
191,45.0
192,45.0
193,45.0
194,45.0
195,45.0
196,45.0
197,45.0
198,45.0
199,45.0
200,45.0
201,45.0
202,45.0
203,45.0
204,45.0
205,45.0
206,45.0
207,45.0
208,45.0
209,45.0
210,45.0
211,45.0
212,45.0
213,45.0
214,45.0
215,45.0
216,45.0
217,45.0
218,45.0
219,45.0
220,45.0
221,45.0
222,45.0
223,45.0
224,45.0
225,45.0
226,45.0
227,45.0
228,45.0
229,45.0
230,45.0
231,45.0
232,45.0
233,45.0
234,45.0
235,45.0
236,45.0
237,45.0
238,45.0
239,45.0
240,45.0
241,45.0
242,45.0
243,45.0
244,45.0
245,45.0
246,45.0
247,45.0
248,45.0
249,45.0
250,45.0
251,45.0
252,45.0
253,45.0
254,45.0
255,45.0
256,45.0
257,45.0
258,45.0
259,45.0
260,45.0
261,45.0
262,45.0
263,45.0
264,45.0
265,45.0
266,45.0
267,45.0
268,45.0
269,45.0
270,45.0
271,45.0
272,45.0
273,45.0
274,45.0
275,45.0
276,45.0
277,45.0
278,45.0
279,45.0
280,45.0
281,45.0
282,45.0
283,45.0
284,45.0
285,45.0
286,45.0
287,45.0
288,45.0
289,45.0
290,45.0
291,45.0
292,45.0
293,45.0
294,45.0
295,45.0
296,45.0
297,45.0
298,45.0
299,45.0
300,45.0
301,45.0
302,45.0
303,45.0
304,45.0
305,45.0
306,45.0
307,45.0
308,45.0
309,45.0
310,45.0
311,45.0
312,45.0
313,45.0
314,45.0
315,45.0
316,45.0
317,45.0
318,45.0
319,45.0
320,45.0
321,45.0
322,45.0
323,45.0
324,45.0
325,45.0
326,45.0
327,45.0
328,45.0
329,45.0
330,45.0
331,45.0
332,45.0
333,45.0
334,45.0
335,45.0
336,45.0
337,45.0
338,45.0
339,45.0
340,45.0
341,45.0
342,45.0
343,45.0
344,45.0
345,45.0
346,45.0
347,45.0
348,45.0
349,45.0
350,45.0
351,45.0
352,45.0
353,45.0
354,45.0
355,45.0
356,45.0
357,45.0
358,45.0
359,45.0
360,45.0
361,45.0
362,45.0
363,45.0
364,45.0
365,45.0
366,45.0
367,45.0
368,45.0
369,45.0
370,45.0
371,45.0
372,45.0
373,45.0
374,45.0
375,45.0
376,45.0
377,45.0
378,45.0
379,45.0
380,45.0
381,45.0
382,45.0
383,45.0
384,45.0
385,45.0
386,45.0
387,45.0
388,45.0
389,45.0
390,45.0
391,45.0
392,45.0
393,45.0
394,45.0
395,45.0
396,45.0
397,45.0
398,45.0
399,45.0
400,45.0
401,45.0
402,45.0
403,45.0
404,45.0
405,45.0
406,45.0
407,45.0
408,45.0
409,45.0
410,45.0
411,45.0
412,45.0
413,45.0
414,45.0
415,45.0
416,45.0
417,45.0
418,45.0
419,45.0
420,45.0
421,45.0
422,45.0
423,45.0
424,45.0
425,45.0
426,45.0
427,45.0
428,45.0
429,45.0
430,45.0
431,45.0
432,45.0
433,45.0
434,45.0
435,45.0
436,45.0
437,45.0
438,45.0
439,45.0
440,45.0
441,45.0
442,45.0
443,45.0
444,45.0
445,45.0
446,45.0
447,45.0
448,45.0
449,45.0
450,45.0
451,45.0
452,45.0
453,45.0
454,45.0
455,45.0
456,45.0
457,45.0
458,45.0
459,45.0
460,45.0
461,45.0
462,45.0
463,45.0
464,45.0
465,45.0
466,45.0
467,45.0
468,45.0
469,45.0
470,45.0
471,45.0
472,45.0
473,45.0
474,45.0
475,45.0
476,45.0
477,45.0
478,45.0
479,45.0
480,45.0
481,45.0
482,45.0
483,45.0
484,45.0
485,45.0
486,45.0
487,45.0
488,45.0
489,45.0
490,45.0
491,45.0
492,45.0
493,45.0
494,45.0
495,45.0
496,45.0
497,45.0
498,45.0
499,45.0
500,45.0
501,45.0
502,45.0
503,45.0
504,45.0
505,45.0
506,45.0
507,45.0
508,45.0
509,45.0
510,45.0
511,45.0
512,45.0
513,45.0
514,45.0
515,45.0
516,45.0
517,45.0
518,45.0
519,45.0
520,45.0
521,45.0
522,45.0
523,45.0
524,45.0
525,45.0
526,45.0
527,45.0
528,45.0
529,45.0
530,45.0
531,45.0
532,45.0
533,45.0
534,45.0
535,45.0
536,45.0
537,45.0
538,45.0
539,45.0
540,45.0
541,45.0
542,45.0
543,45.0
544,45.0
545,45.0
546,45.0
547,45.0
548,45.0
549,45.0
550,45.0
551,45.0
552,45.0
553,45.0
554,45.0
555,45.0
556,45.0
557,45.0
558,45.0
559,45.0
560,45.0
561,45.0
562,45.0
563,45.0
564,45.0
565,45.0
566,45.0
567,45.0
568,45.0
569,45.0
570,45.0
571,45.0
572,45.0
573,45.0
574,45.0
575,45.0
576,45.0
577,45.0
578,45.0
579,45.0
580,45.0
581,45.0
582,45.0
583,45.0
584,45.0
585,45.0
586,45.0
587,45.0
588,45.0
589,45.0
590,45.0
591,45.0
592,45.0
593,45.0
594,45.0
595,45.0
596,45.0
597,45.0
598,45.0
599,45.0
600,45.0
601,45.0
602,45.0
603,45.0
604,45.0
605,45.0
606,45.0
607,45.0
608,45.0
609,45.0
610,45.0
611,45.0
612,45.0
613,45.0
614,45.0
615,45.0
616,45.0
617,45.0
618,45.0
619,45.0
620,45.0
621,45.0
622,45.0
623,45.0
624,45.0
625,45.0
626,45.0
627,45.0
628,45.0
629,45.0
630,45.0
631,45.0
632,45.0
633,45.0
634,45.0
635,45.0
636,45.0
637,45.0
638,45.0
639,45.0
640,45.0
641,45.0
642,45.0
643,45.0
644,45.0
645,45.0
646,45.0
647,45.0
648,45.0
649,45.0
650,45.0
651,45.0
652,45.0
653,45.0
654,45.0
655,45.0
656,45.0
657,45.0
658,45.0
659,45.0
660,45.0
661,45.0
662,45.0
663,45.0
664,45.0
665,45.0
666,45.0
667,45.0
668,45.0
669,45.0
670,45.0
671,45.0
672,45.0
673,45.0
674,45.0
675,45.0
676,45.0
677,45.0
678,45.0
679,45.0
680,45.0
681,45.0
682,45.0
683,45.0
684,45.0
685,45.0
686,45.0
687,45.0
688,45.0
689,45.0
690,45.0
691,45.0
692,45.0
693,45.0
694,45.0
695,45.0
696,45.0
697,45.0
698,45.0
699,45.0
700,45.0
701,45.0
702,45.0
703,45.0
704,45.0
705,45.0
706,45.0
707,45.0
708,45.0
709,45.0
710,45.0
711,45.0
712,45.0
713,45.0
714,45.0
715,45.0
716,45.0
717,45.0
718,45.0
719,45.0
720,45.0
721,45.0
722,45.0
723,45.0
724,45.0
725,45.0
726,45.0
727,45.0
728,45.0
729,45.0
730,45.0
731,45.0
732,45.0
733,45.0
734,45.0
735,45.0
736,45.0
737,45.0
738,45.0
739,45.0
740,45.0
741,45.0
742,45.0
743,45.0
744,45.0
745,45.0
746,45.0
747,45.0
748,45.0
749,45.0
750,45.0
751,45.0
752,45.0
753,45.0
754,45.0
755,45.0
756,45.0
757,45.0
758,45.0
759,45.0
760,45.0
761,45.0
762,45.0
763,45.0
764,45.0
765,45.0
766,45.0
767,45.0
768,45.0
769,45.0
770,45.0
771,45.0
772,45.0
773,45.0
774,45.0
775,45.0
776,45.0
777,45.0
778,45.0
779,45.0
780,45.0
781,45.0
782,45.0
783,45.0
784,45.0
785,45.0
786,45.0
787,45.0
788,45.0
789,45.0
790,45.0
791,45.0
792,45.0
793,45.0
794,45.0
795,45.0
796,45.0
797,45.0
